Model Type,Data Type,Dataset,hyperparams,AUC
MAML_FFNN,Abundance,Colorectal,"[0.09494348878264428, 0.010541114117205142, 128, 256, 64, 0.5, 16]",0.6481481481481481
MAML_FFNN,Abundance,IBD,"[0.09468654597997667, 0.0924587218940258, 256, 256, 128, 0.5, 8]",0.8
