Model Type,Data Type,Dataset,hyperparams,AUC
SAE,Marker,Zeller_fecal_colorectal_cancer,"[128, 'rf']",0.6888888888888889
SAE,Marker,Quin_gut_liver_cirrhosis,"[128, 'rf']",0.9184782608695652
SAE,Marker,metahit,"[512, 'svm']",0.9294117647058824
SAE,Marker,t2dmeta_long,"[512, 'rf']",0.7689075630252101
SAE,Marker,WT2D,"[64, 'svm']",0.9494949494949496
SAE,Marker,Chatelier_gut_obesity,"[256, 'rf']",0.6764705882352942
